PT_ID,PT_DATE,PT_TIME,PT_TAG,PT_PLATE,PT_ENCLOSURE,PT_TA,PT_TB,PT_IB_ID,PT_CT_ID
43819,2007-11-11,00:22:10,4265,ub,4,0,0,NULL,NULL
43820,2007-11-11,00:22:20,4265,ub,4,0,0,NULL,NULL
43821,2007-11-11,00:22:30,4265,ub,4,0,0,NULL,NULL
43822,2007-11-11,00:22:40,4265,ub,4,0,0,NULL,NULL
43823,2007-11-11,00:22:50,4265,ub,4,0,0,NULL,NULL
43824,2007-11-11,00:23:00,4265,ub,4,0,0,NULL,NULL
43825,2007-11-11,00:23:10,4265,ub,4,0,0,NULL,NULL
43826,2007-11-11,00:23:20,4265,ub,4,0,0,NULL,NULL
43827,2007-11-11,00:23:30,4265,ub,4,0,0,NULL,NULL
43828,2007-11-11,00:23:40,4265,ub,4,0,0,NULL,NULL
43829,2007-11-11,00:23:52,4265,ub,4,0,0,NULL,NULL
43830,2007-11-11,00:24:03,4265,ub,4,0,0,NULL,NULL
43831,2007-11-11,00:24:13,4265,ub,4,0,0,NULL,NULL
43832,2007-11-11,00:24:27,4265,ub,4,0,0,NULL,NULL
43833,2007-11-11,00:24:40,4265,ub,4,0,0,NULL,NULL
43834,2007-11-11,00:24:55,4265,ub,4,0,0,NULL,NULL
43835,2007-11-11,00:26:32,4265,ub,4,0,0,NULL,NULL
43836,2007-11-11,00:26:45,4265,ub,4,0,0,NULL,NULL
43837,2007-11-11,00:27:18,4265,ub,4,0,0,NULL,NULL
43838,2007-11-11,00:27:28,4265,ub,4,0,0,NULL,NULL
43839,2007-11-11,00:27:38,4265,ub,4,0,0,NULL,NULL
43840,2007-11-11,00:27:59,4265,ub,4,0,0,NULL,NULL
43841,2007-11-11,00:28:52,4265,ub,4,0,0,NULL,NULL
43842,2007-11-11,00:29:02,4265,ub,4,0,0,NULL,NULL
43843,2007-11-11,00:29:12,4265,ub,4,0,0,NULL,NULL
43844,2007-11-11,00:29:22,4265,ub,4,0,0,NULL,NULL
43845,2007-11-11,00:29:32,4265,ub,4,0,0,NULL,NULL
43846,2007-11-11,00:29:42,4265,ub,4,0,0,NULL,NULL
43847,2007-11-11,00:29:52,4265,ub,4,0,0,NULL,NULL
43848,2007-11-11,00:43:34,4265,ub,4,0,0,NULL,NULL
44035,2007-11-08,06:29:20,4916,bb,4,0,0,NULL,NULL
44036,2007-11-08,06:29:31,4916,bb,4,0,0,NULL,NULL
44037,2007-11-08,07:05:26,4916,bb,4,0,0,NULL,NULL
44038,2007-11-08,07:05:38,4916,bb,4,0,0,NULL,NULL
44039,2007-11-08,07:05:50,4916,bb,4,0,0,NULL,NULL
44040,2007-11-08,07:06:04,4916,bb,4,0,0,NULL,NULL
44041,2007-11-08,07:06:28,4916,bb,4,0,0,NULL,NULL
44042,2007-11-08,07:08:19,4916,bb,4,0,0,NULL,NULL
44043,2007-11-08,07:08:37,4916,bb,4,0,0,NULL,NULL
44044,2007-11-08,07:08:47,4916,bb,4,0,0,NULL,NULL
44045,2007-11-08,07:11:56,4916,bb,4,0,0,NULL,NULL
44046,2007-11-08,07:56:55,4916,bb,4,0,0,NULL,NULL
44047,2007-11-08,07:57:04,4916,bb,4,0,0,NULL,NULL
44048,2007-11-08,07:57:20,4916,bb,4,0,0,NULL,NULL
44049,2007-11-08,07:57:57,4916,bb,4,0,0,NULL,NULL
44050,2007-11-08,07:58:01,4916,bb,4,0,0,NULL,NULL
44051,2007-11-08,08:03:07,4916,bb,4,0,0,NULL,NULL
44052,2007-11-08,08:03:17,4916,bb,4,0,0,NULL,NULL
44053,2007-11-08,08:03:27,4916,bb,4,0,0,NULL,NULL
44054,2007-11-08,08:03:41,4916,bb,4,0,0,NULL,NULL
44055,2007-11-08,08:18:25,4916,bb,4,0,0,NULL,NULL
44056,2007-11-08,08:18:35,4916,bb,4,0,0,NULL,NULL
44057,2007-11-08,08:18:45,4916,bb,4,0,0,NULL,NULL
44058,2007-11-08,08:18:55,4916,bb,4,0,0,NULL,NULL
44059,2007-11-08,08:19:05,4916,bb,4,0,0,NULL,NULL
44060,2007-11-08,09:05:27,4916,bb,4,0,0,NULL,NULL
44061,2007-11-08,09:05:37,4916,bb,4,0,0,NULL,NULL
44062,2007-11-08,09:05:47,4916,bb,4,0,0,NULL,NULL
44063,2007-11-08,09:05:57,4916,bb,4,0,0,NULL,NULL
44064,2007-11-08,09:06:07,4916,bb,4,0,0,NULL,NULL
44065,2007-11-08,09:06:17,4916,bb,4,0,0,NULL,NULL
44066,2007-11-08,09:06:27,4916,bb,4,0,0,NULL,NULL
44067,2007-11-08,09:06:43,4916,bb,4,0,0,NULL,NULL
44068,2007-11-08,09:06:53,4916,bb,4,0,0,NULL,NULL
44069,2007-11-08,09:07:03,4916,bb,4,0,0,NULL,NULL
44070,2007-11-08,09:07:13,4916,bb,4,0,0,NULL,NULL
44071,2007-11-08,09:07:23,4916,bb,4,0,0,NULL,NULL
44072,2007-11-08,09:07:33,4916,bb,4,0,0,NULL,NULL
44073,2007-11-08,09:07:43,4916,bb,4,0,0,NULL,NULL
44074,2007-11-08,09:07:53,4916,bb,4,0,0,NULL,NULL
44075,2007-11-08,09:08:03,4916,bb,4,0,0,NULL,NULL
44076,2007-11-08,09:08:13,4916,bb,4,0,0,NULL,NULL
44077,2007-11-08,09:08:30,4916,bb,4,0,0,NULL,NULL
44078,2007-11-08,09:22:30,4916,bb,4,0,0,NULL,NULL
44079,2007-11-08,09:22:54,4916,bb,4,0,0,NULL,NULL
44080,2007-11-08,09:23:16,4916,bb,4,0,0,NULL,NULL
44081,2007-11-08,09:23:26,4916,bb,4,0,0,NULL,NULL
44082,2007-11-08,09:25:40,4916,bb,4,0,0,NULL,NULL
44083,2007-11-08,09:26:14,4916,bb,4,0,0,NULL,NULL
44084,2007-11-08,09:26:24,4916,bb,4,0,0,NULL,NULL
44085,2007-11-08,09:48:45,4916,bb,4,0,0,NULL,NULL
44086,2007-11-08,09:48:55,4916,bb,4,0,0,NULL,NULL
44087,2007-11-08,09:51:19,4916,bb,4,0,0,NULL,NULL
44088,2007-11-08,09:51:29,4916,bb,4,0,0,NULL,NULL
44089,2007-11-08,09:51:39,4916,bb,4,0,0,NULL,NULL
44090,2007-11-08,09:51:49,4916,bb,4,0,0,NULL,NULL
44091,2007-11-08,09:56:30,4916,bb,4,0,0,NULL,NULL
44092,2007-11-08,09:58:14,4916,bb,4,0,0,NULL,NULL
44093,2007-11-08,09:58:24,4916,bb,4,0,0,NULL,NULL
44094,2007-11-08,09:59:07,4916,bb,4,0,0,NULL,NULL
44095,2007-11-08,10:00:06,4916,bb,4,0,0,NULL,NULL
44096,2007-11-08,10:00:16,4916,bb,4,0,0,NULL,NULL
44097,2007-11-08,10:00:26,4916,bb,4,0,0,NULL,NULL
44098,2007-11-08,10:00:36,4916,bb,4,0,0,NULL,NULL
44099,2007-11-08,10:00:46,4916,bb,4,0,0,NULL,NULL
44100,2007-11-08,10:00:56,4916,bb,4,0,0,NULL,NULL
44101,2007-11-08,10:01:18,4916,bb,4,0,0,NULL,NULL
44102,2007-11-08,10:01:28,4916,bb,4,0,0,NULL,NULL
44103,2007-11-08,10:01:38,4916,bb,4,0,0,NULL,NULL
44104,2007-11-08,10:01:48,4916,bb,4,0,0,NULL,NULL
44105,2007-11-08,10:02:06,4916,bb,4,0,0,NULL,NULL
44106,2007-11-08,10:02:16,4916,bb,4,0,0,NULL,NULL
44107,2007-11-08,10:02:26,4916,bb,4,0,0,NULL,NULL
44108,2007-11-08,10:02:39,4916,bb,4,0,0,NULL,NULL
44109,2007-11-08,10:02:49,4916,bb,4,0,0,NULL,NULL
44110,2007-11-08,10:03:01,4916,bb,4,0,0,NULL,NULL
44111,2007-11-08,10:03:20,4916,bb,4,0,0,NULL,NULL
44112,2007-11-08,10:03:30,4916,bb,4,0,0,NULL,NULL
44113,2007-11-08,10:04:57,4916,bb,4,0,0,NULL,NULL
44114,2007-11-08,10:05:07,4916,bb,4,0,0,NULL,NULL
44115,2007-11-08,10:05:17,4916,bb,4,0,0,NULL,NULL
44116,2007-11-08,10:05:27,4916,bb,4,0,0,NULL,NULL
44117,2007-11-08,10:05:37,4916,bb,4,0,0,NULL,NULL
44118,2007-11-08,10:05:47,4916,bb,4,0,0,NULL,NULL
44119,2007-11-08,10:05:57,4916,bb,4,0,0,NULL,NULL
44120,2007-11-08,10:06:07,4916,bb,4,0,0,NULL,NULL
44121,2007-11-08,10:06:17,4916,bb,4,0,0,NULL,NULL
44122,2007-11-08,10:06:29,4916,bb,4,0,0,NULL,NULL
44123,2007-11-08,10:06:55,4916,bb,4,0,0,NULL,NULL
44124,2007-11-08,10:07:05,4916,bb,4,0,0,NULL,NULL
44125,2007-11-08,10:07:15,4916,bb,4,0,0,NULL,NULL
44126,2007-11-08,10:07:25,4916,bb,4,0,0,NULL,NULL
44127,2007-11-08,10:07:35,4916,bb,4,0,0,NULL,NULL
44128,2007-11-08,10:07:45,4916,bb,4,0,0,NULL,NULL
44129,2007-11-08,10:08:03,4916,bb,4,0,0,NULL,NULL
44130,2007-11-08,10:08:13,4916,bb,4,0,0,NULL,NULL
44131,2007-11-08,10:08:23,4916,bb,4,0,0,NULL,NULL
44132,2007-11-08,10:08:38,4916,bb,4,0,0,NULL,NULL
44133,2007-11-08,10:09:00,4916,bb,4,0,0,NULL,NULL
44134,2007-11-08,10:09:27,4916,bb,4,0,0,NULL,NULL
44135,2007-11-08,10:09:44,4916,bb,4,0,0,NULL,NULL
44136,2007-11-08,10:09:58,4916,bb,4,0,0,NULL,NULL
44137,2007-11-08,10:10:08,4916,bb,4,0,0,NULL,NULL
44138,2007-11-08,10:10:26,4916,bb,4,0,0,NULL,NULL
44139,2007-11-08,10:10:39,4916,bb,4,0,0,NULL,NULL
44140,2007-11-08,10:10:49,4916,bb,4,0,0,NULL,NULL
44141,2007-11-08,10:10:59,4916,bb,4,0,0,NULL,NULL
44142,2007-11-08,10:11:09,4916,bb,4,0,0,NULL,NULL
44143,2007-11-08,10:11:19,4916,bb,4,0,0,NULL,NULL
44144,2007-11-08,10:11:29,4916,bb,4,0,0,NULL,NULL
44145,2007-11-08,10:11:39,4916,bb,4,0,0,NULL,NULL
44146,2007-11-08,10:12:22,4916,bb,4,0,0,NULL,NULL
44147,2007-11-08,10:12:32,4916,bb,4,0,0,NULL,NULL
44148,2007-11-08,10:12:42,4916,bb,4,0,0,NULL,NULL
44149,2007-11-08,10:12:52,4916,bb,4,0,0,NULL,NULL
44150,2007-11-08,10:13:02,4916,bb,4,0,0,NULL,NULL
44151,2007-11-08,10:13:12,4916,bb,4,0,0,NULL,NULL
44152,2007-11-08,10:13:23,4916,bb,4,0,0,NULL,NULL
44153,2007-11-08,10:13:34,4916,bb,4,0,0,NULL,NULL
44154,2007-11-08,10:13:44,4916,bb,4,0,0,NULL,NULL
44155,2007-11-08,10:13:55,4916,bb,4,0,0,NULL,NULL
44156,2007-11-08,10:14:16,4916,bb,4,0,0,NULL,NULL
44157,2007-11-08,10:14:26,4916,bb,4,0,0,NULL,NULL
44158,2007-11-08,10:14:45,4916,bb,4,0,0,NULL,NULL
44159,2007-11-08,10:15:07,4916,bb,4,0,0,NULL,NULL
44160,2007-11-08,10:15:22,4916,bb,4,0,0,NULL,NULL
44161,2007-11-08,10:15:32,4916,bb,4,0,0,NULL,NULL
44162,2007-11-08,10:15:42,4916,bb,4,0,0,NULL,NULL
44163,2007-11-08,10:15:56,4916,bb,4,0,0,NULL,NULL
44164,2007-11-08,10:16:07,4916,bb,4,0,0,NULL,NULL
44165,2007-11-08,10:16:17,4916,bb,4,0,0,NULL,NULL
44166,2007-11-08,10:16:53,4916,bb,4,0,0,NULL,NULL
44167,2007-11-08,10:17:05,4916,bb,4,0,0,NULL,NULL
44168,2007-11-08,10:17:42,4916,bb,4,0,0,NULL,NULL
44169,2007-11-08,11:32:02,4916,bb,4,0,0,NULL,NULL
44170,2007-11-08,11:32:12,4916,bb,4,0,0,NULL,NULL
44171,2007-11-08,11:32:22,4916,bb,4,0,0,NULL,NULL
44172,2007-11-08,11:32:38,4916,bb,4,0,0,NULL,NULL
44173,2007-11-08,11:32:48,4916,bb,4,0,0,NULL,NULL
44174,2007-11-08,11:33:44,4916,bb,4,0,0,NULL,NULL
44175,2007-11-08,11:53:39,4916,bb,4,0,0,NULL,NULL
44176,2007-11-08,11:53:52,4916,bb,4,0,0,NULL,NULL
44177,2007-11-08,11:54:02,4916,bb,4,0,0,NULL,NULL
44178,2007-11-08,11:54:12,4916,bb,4,0,0,NULL,NULL
44179,2007-11-08,12:13:54,4916,bb,4,0,0,NULL,NULL
44180,2007-11-08,12:19:23,4916,bb,4,0,0,NULL,NULL
44181,2007-11-08,12:19:46,4916,bb,4,0,0,NULL,NULL
44182,2007-11-08,12:30:28,4916,bb,4,0,0,NULL,NULL
44183,2007-11-08,12:30:38,4916,bb,4,0,0,NULL,NULL
44184,2007-11-08,12:30:53,4916,bb,4,0,0,NULL,NULL
44185,2007-11-08,12:32:31,4916,bb,4,0,0,NULL,NULL
44186,2007-11-08,12:34:49,4916,bb,4,0,0,NULL,NULL
44187,2007-11-08,12:35:42,4916,bb,4,0,0,NULL,NULL
44188,2007-11-08,12:35:52,4916,bb,4,0,0,NULL,NULL
44189,2007-11-08,12:36:02,4916,bb,4,0,0,NULL,NULL
44190,2007-11-08,12:36:12,4916,bb,4,0,0,NULL,NULL
44191,2007-11-08,12:36:22,4916,bb,4,0,0,NULL,NULL
44192,2007-11-08,12:36:32,4916,bb,4,0,0,NULL,NULL
44193,2007-11-08,12:36:42,4916,bb,4,0,0,NULL,NULL
44194,2007-11-08,12:36:52,4916,bb,4,0,0,NULL,NULL
44195,2007-11-08,12:37:02,4916,bb,4,0,0,NULL,NULL
44196,2007-11-08,12:37:12,4916,bb,4,0,0,NULL,NULL
44197,2007-11-08,12:37:22,4916,bb,4,0,0,NULL,NULL
44198,2007-11-08,12:38:39,4916,bb,4,0,0,NULL,NULL
44199,2007-11-08,12:38:49,4916,bb,4,0,0,NULL,NULL
44200,2007-11-08,12:38:59,4916,bb,4,0,0,NULL,NULL
44201,2007-11-08,12:39:51,4916,bb,4,0,0,NULL,NULL
44202,2007-11-08,12:40:10,4916,bb,4,0,0,NULL,NULL
44203,2007-11-08,12:40:20,4916,bb,4,0,0,NULL,NULL
44204,2007-11-08,12:40:30,4916,bb,4,0,0,NULL,NULL
44205,2007-11-08,12:40:40,4916,bb,4,0,0,NULL,NULL
44206,2007-11-08,12:40:50,4916,bb,4,0,0,NULL,NULL
44207,2007-11-08,13:41:40,4916,bb,4,0,0,NULL,NULL
44208,2007-11-08,13:41:50,4916,bb,4,0,0,NULL,NULL
44209,2007-11-08,13:42:00,4916,bb,4,0,0,NULL,NULL
44210,2007-11-08,13:43:17,4916,bb,4,0,0,NULL,NULL
44211,2007-11-08,13:43:46,4916,bb,4,0,0,NULL,NULL
44212,2007-11-08,14:26:55,4916,bb,4,0,0,NULL,NULL
44213,2007-11-08,14:27:06,4916,bb,4,0,0,NULL,NULL
44214,2007-11-09,05:54:05,4916,bb,4,0,0,NULL,NULL
44215,2007-11-09,05:54:15,4916,bb,4,0,0,NULL,NULL
44216,2007-11-09,05:54:25,4916,bb,4,0,0,NULL,NULL
44217,2007-11-09,05:55:19,4916,bb,4,0,0,NULL,NULL
44218,2007-11-09,06:00:27,4916,bb,4,0,0,NULL,NULL
44219,2007-11-09,06:03:17,4916,bb,4,0,0,NULL,NULL
44220,2007-11-09,06:03:27,4916,bb,4,0,0,NULL,NULL
44221,2007-11-09,06:03:37,4916,bb,4,0,0,NULL,NULL
44222,2007-11-09,06:03:47,4916,bb,4,0,0,NULL,NULL
44223,2007-11-09,06:04:07,4916,bb,4,0,0,NULL,NULL
44224,2007-11-09,06:05:14,4916,bb,4,0,0,NULL,NULL
44225,2007-11-09,06:05:36,4916,bb,4,0,0,NULL,NULL
44226,2007-11-09,06:05:50,4916,bb,4,0,0,NULL,NULL
44227,2007-11-09,06:06:00,4916,bb,4,0,0,NULL,NULL
44228,2007-11-09,08:36:17,4916,bb,4,0,0,NULL,NULL
44229,2007-11-09,09:58:25,4916,bb,4,0,0,NULL,NULL
44230,2007-11-09,09:58:35,4916,bb,4,0,0,NULL,NULL
44231,2007-11-09,09:58:45,4916,bb,4,0,0,NULL,NULL
44232,2007-11-09,09:58:55,4916,bb,4,0,0,NULL,NULL
44233,2007-11-09,09:59:13,4916,bb,4,0,0,NULL,NULL
44234,2007-11-09,09:59:30,4916,bb,4,0,0,NULL,NULL
44235,2007-11-09,09:59:40,4916,bb,4,0,0,NULL,NULL
44236,2007-11-09,10:00:21,4916,bb,4,0,0,NULL,NULL
44237,2007-11-09,10:38:49,4916,bb,4,0,0,NULL,NULL
44238,2007-11-09,10:38:59,4916,bb,4,0,0,NULL,NULL
44239,2007-11-09,10:39:09,4916,bb,4,0,0,NULL,NULL
44240,2007-11-09,10:39:19,4916,bb,4,0,0,NULL,NULL
44241,2007-11-09,10:39:33,4916,bb,4,0,0,NULL,NULL
44242,2007-11-09,10:39:43,4916,bb,4,0,0,NULL,NULL
44243,2007-11-09,10:39:53,4916,bb,4,0,0,NULL,NULL
44244,2007-11-09,10:40:07,4916,bb,4,0,0,NULL,NULL
44245,2007-11-09,10:40:17,4916,bb,4,0,0,NULL,NULL
44246,2007-11-09,10:40:27,4916,bb,4,0,0,NULL,NULL
44247,2007-11-09,10:41:23,4916,bb,4,0,0,NULL,NULL
44248,2007-11-09,10:41:35,4916,bb,4,0,0,NULL,NULL
44249,2007-11-09,10:41:45,4916,bb,4,0,0,NULL,NULL
44250,2007-11-09,10:41:55,4916,bb,4,0,0,NULL,NULL
44251,2007-11-09,10:42:05,4916,bb,4,0,0,NULL,NULL
44252,2007-11-09,10:42:16,4916,bb,4,0,0,NULL,NULL
44253,2007-11-09,10:42:32,4916,bb,4,0,0,NULL,NULL
44254,2007-11-09,10:42:45,4916,bb,4,0,0,NULL,NULL
44255,2007-11-09,10:43:14,4916,bb,4,0,0,NULL,NULL
44256,2007-11-09,10:43:24,4916,bb,4,0,0,NULL,NULL
44257,2007-11-09,10:43:34,4916,bb,4,0,0,NULL,NULL
44258,2007-11-09,10:43:47,4916,bb,4,0,0,NULL,NULL
44259,2007-11-09,10:44:07,4916,bb,4,0,0,NULL,NULL
44260,2007-11-09,10:44:17,4916,bb,4,0,0,NULL,NULL
44261,2007-11-09,10:49:27,4916,bb,4,0,0,NULL,NULL
44262,2007-11-09,10:49:38,4916,bb,4,0,0,NULL,NULL
44263,2007-11-09,10:49:48,4916,bb,4,0,0,NULL,NULL
44264,2007-11-09,10:50:38,4916,bb,4,0,0,NULL,NULL
44265,2007-11-09,10:50:50,4916,bb,4,0,0,NULL,NULL
44266,2007-11-09,10:51:00,4916,bb,4,0,0,NULL,NULL
44267,2007-11-09,10:51:10,4916,bb,4,0,0,NULL,NULL
44268,2007-11-09,10:51:20,4916,bb,4,0,0,NULL,NULL
44269,2007-11-09,10:51:30,4916,bb,4,0,0,NULL,NULL
44270,2007-11-09,10:51:40,4916,bb,4,0,0,NULL,NULL
44271,2007-11-09,10:51:50,4916,bb,4,0,0,NULL,NULL
44272,2007-11-09,10:52:00,4916,bb,4,0,0,NULL,NULL
44273,2007-11-09,10:52:10,4916,bb,4,0,0,NULL,NULL
44274,2007-11-09,10:52:20,4916,bb,4,0,0,NULL,NULL
44275,2007-11-09,10:52:30,4916,bb,4,0,0,NULL,NULL
44276,2007-11-09,10:52:40,4916,bb,4,0,0,NULL,NULL
44277,2007-11-09,10:52:50,4916,bb,4,0,0,NULL,NULL
44278,2007-11-09,10:53:00,4916,bb,4,0,0,NULL,NULL
44279,2007-11-09,10:53:10,4916,bb,4,0,0,NULL,NULL
44280,2007-11-09,10:53:26,4916,bb,4,0,0,NULL,NULL
44281,2007-11-09,10:53:36,4916,bb,4,0,0,NULL,NULL
44282,2007-11-09,12:02:27,4916,bb,4,0,0,NULL,NULL
44283,2007-11-09,12:02:37,4916,bb,4,0,0,NULL,NULL
44284,2007-11-09,12:02:47,4916,bb,4,0,0,NULL,NULL
44285,2007-11-09,12:02:57,4916,bb,4,0,0,NULL,NULL
44286,2007-11-09,12:03:08,4916,bb,4,0,0,NULL,NULL
44287,2007-11-09,12:04:22,4916,bb,4,0,0,NULL,NULL
44288,2007-11-09,12:05:14,4916,bb,4,0,0,NULL,NULL
44289,2007-11-09,12:05:33,4916,bb,4,0,0,NULL,NULL
44290,2007-11-09,12:05:43,4916,bb,4,0,0,NULL,NULL
44291,2007-11-09,12:32:12,4916,bb,4,0,0,NULL,NULL
44292,2007-11-09,12:32:22,4916,bb,4,0,0,NULL,NULL
44293,2007-11-09,12:32:32,4916,bb,4,0,0,NULL,NULL
44294,2007-11-09,12:32:42,4916,bb,4,0,0,NULL,NULL
44295,2007-11-09,12:32:52,4916,bb,4,0,0,NULL,NULL
44296,2007-11-09,12:33:02,4916,bb,4,0,0,NULL,NULL
44297,2007-11-09,12:34:25,4916,bb,4,0,0,NULL,NULL
44298,2007-11-09,12:36:14,4916,bb,4,0,0,NULL,NULL
44299,2007-11-09,12:36:24,4916,bb,4,0,0,NULL,NULL
44300,2007-11-09,12:36:57,4916,bb,4,0,0,NULL,NULL
44301,2007-11-09,12:43:35,4916,bb,4,0,0,NULL,NULL
44302,2007-11-09,12:44:20,4916,bb,4,0,0,NULL,NULL
44303,2007-11-09,12:57:42,4916,bb,4,0,0,NULL,NULL
44304,2007-11-09,12:58:57,4916,bb,4,0,0,NULL,NULL
44305,2007-11-09,12:59:07,4916,bb,4,0,0,NULL,NULL
44306,2007-11-09,13:16:56,4916,bb,4,0,0,NULL,NULL
44307,2007-11-09,13:17:06,4916,bb,4,0,0,NULL,NULL
44308,2007-11-09,13:17:18,4916,bb,4,0,0,NULL,NULL
44309,2007-11-09,13:17:42,4916,bb,4,0,0,NULL,NULL
44310,2007-11-09,13:18:02,4916,bb,4,0,0,NULL,NULL
44311,2007-11-09,13:19:02,4916,bb,4,0,0,NULL,NULL
44312,2007-11-09,13:20:00,4916,bb,4,0,0,NULL,NULL
44313,2007-11-09,13:20:10,4916,bb,4,0,0,NULL,NULL
44314,2007-11-09,13:20:26,4916,bb,4,0,0,NULL,NULL
44315,2007-11-09,13:20:39,4916,bb,4,0,0,NULL,NULL
44316,2007-11-09,13:21:01,4916,bb,4,0,0,NULL,NULL
44317,2007-11-09,13:21:11,4916,bb,4,0,0,NULL,NULL
44318,2007-11-09,13:21:23,4916,bb,4,0,0,NULL,NULL
44319,2007-11-09,13:21:34,4916,bb,4,0,0,NULL,NULL
44320,2007-11-09,13:22:11,4916,bb,4,0,0,NULL,NULL
44321,2007-11-09,13:22:21,4916,bb,4,0,0,NULL,NULL
44322,2007-11-09,13:22:31,4916,bb,4,0,0,NULL,NULL
44323,2007-11-09,13:23:46,4916,bb,4,0,0,NULL,NULL
44324,2007-11-09,13:23:56,4916,bb,4,0,0,NULL,NULL
44325,2007-11-09,13:24:06,4916,bb,4,0,0,NULL,NULL
44326,2007-11-09,13:24:16,4916,bb,4,0,0,NULL,NULL
44327,2007-11-09,13:24:43,4916,bb,4,0,0,NULL,NULL
44328,2007-11-09,13:24:55,4916,bb,4,0,0,NULL,NULL
44329,2007-11-09,13:26:47,4916,bb,4,0,0,NULL,NULL
44330,2007-11-09,13:26:57,4916,bb,4,0,0,NULL,NULL
44331,2007-11-09,13:27:07,4916,bb,4,0,0,NULL,NULL
44332,2007-11-09,13:27:17,4916,bb,4,0,0,NULL,NULL
44333,2007-11-09,13:27:27,4916,bb,4,0,0,NULL,NULL
44334,2007-11-09,13:27:40,4916,bb,4,0,0,NULL,NULL
44335,2007-11-09,13:27:51,4916,bb,4,0,0,NULL,NULL
44336,2007-11-09,13:28:01,4916,bb,4,0,0,NULL,NULL
44337,2007-11-09,13:28:24,4916,bb,4,0,0,NULL,NULL
44338,2007-11-09,13:28:34,4916,bb,4,0,0,NULL,NULL
44339,2007-11-09,13:28:44,4916,bb,4,0,0,NULL,NULL
44340,2007-11-09,13:28:54,4916,bb,4,0,0,NULL,NULL
44341,2007-11-09,13:29:04,4916,bb,4,0,0,NULL,NULL
44342,2007-11-09,13:29:14,4916,bb,4,0,0,NULL,NULL
44343,2007-11-09,13:29:26,4916,bb,4,0,0,NULL,NULL
44344,2007-11-09,13:29:36,4916,bb,4,0,0,NULL,NULL
44345,2007-11-09,13:36:36,4916,bb,4,0,0,NULL,NULL
44346,2007-11-09,13:37:00,4916,bb,4,0,0,NULL,NULL
44347,2007-11-09,13:37:10,4916,bb,4,0,0,NULL,NULL
44348,2007-11-09,13:37:20,4916,bb,4,0,0,NULL,NULL
44349,2007-11-09,13:37:30,4916,bb,4,0,0,NULL,NULL
44350,2007-11-09,13:37:40,4916,bb,4,0,0,NULL,NULL
44351,2007-11-09,13:38:44,4916,bb,4,0,0,NULL,NULL
44352,2007-11-09,13:38:54,4916,bb,4,0,0,NULL,NULL
44353,2007-11-09,13:39:04,4916,bb,4,0,0,NULL,NULL
44354,2007-11-09,13:39:14,4916,bb,4,0,0,NULL,NULL
44355,2007-11-09,13:39:24,4916,bb,4,0,0,NULL,NULL
44356,2007-11-09,13:39:34,4916,bb,4,0,0,NULL,NULL
44357,2007-11-09,13:39:44,4916,bb,4,0,0,NULL,NULL
44358,2007-11-09,13:40:18,4916,bb,4,0,0,NULL,NULL
44359,2007-11-09,13:40:57,4916,bb,4,0,0,NULL,NULL
44360,2007-11-09,13:41:07,4916,bb,4,0,0,NULL,NULL
44361,2007-11-09,13:41:20,4916,bb,4,0,0,NULL,NULL
44362,2007-11-09,13:41:30,4916,bb,4,0,0,NULL,NULL
44363,2007-11-09,13:41:48,4916,bb,4,0,0,NULL,NULL
44364,2007-11-09,13:41:58,4916,bb,4,0,0,NULL,NULL
44365,2007-11-09,13:42:08,4916,bb,4,0,0,NULL,NULL
44366,2007-11-09,13:42:19,4916,bb,4,0,0,NULL,NULL
44367,2007-11-09,13:42:29,4916,bb,4,0,0,NULL,NULL
44368,2007-11-09,13:46:30,4916,bb,4,0,0,NULL,NULL
44369,2007-11-09,13:57:20,4916,bb,4,0,0,NULL,NULL
44370,2007-11-09,13:57:30,4916,bb,4,0,0,NULL,NULL
44371,2007-11-09,13:57:40,4916,bb,4,0,0,NULL,NULL
44372,2007-11-09,13:58:00,4916,bb,4,0,0,NULL,NULL
44373,2007-11-09,13:58:13,4916,bb,4,0,0,NULL,NULL
44374,2007-11-09,13:58:32,4916,bb,4,0,0,NULL,NULL
44375,2007-11-09,13:59:46,4916,bb,4,0,0,NULL,NULL
44376,2007-11-09,14:00:04,4916,bb,4,0,0,NULL,NULL
44377,2007-11-09,14:00:14,4916,bb,4,0,0,NULL,NULL
44378,2007-11-09,14:00:24,4916,bb,4,0,0,NULL,NULL
44379,2007-11-09,14:00:50,4916,bb,4,0,0,NULL,NULL
44380,2007-11-09,14:01:08,4916,bb,4,0,0,NULL,NULL
44381,2007-11-09,14:01:18,4916,bb,4,0,0,NULL,NULL
44382,2007-11-09,14:01:28,4916,bb,4,0,0,NULL,NULL
44383,2007-11-09,14:44:01,4916,bb,4,0,0,NULL,NULL
44384,2007-11-09,14:49:36,4916,bb,4,0,0,NULL,NULL
44385,2007-11-09,14:51:33,4916,bb,4,0,0,NULL,NULL
44386,2007-11-09,14:52:27,4916,bb,4,0,0,NULL,NULL
44387,2007-11-09,14:52:53,4916,bb,4,0,0,NULL,NULL
44388,2007-11-09,14:53:03,4916,bb,4,0,0,NULL,NULL
44389,2007-11-09,14:53:35,4916,bb,4,0,0,NULL,NULL
44390,2007-11-10,05:44:36,4916,bb,4,0,0,NULL,NULL
